hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status
City Hotel,0,380,2015,April,34,30,1,2,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,D,0,No Deposit,1,Transient,172.0932939437581,0,0,Canceled
City Hotel,0,582,2016,August,29,21,1,4,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,4,Transient,106.09786260926738,0,1,Check-Out
City Hotel,1,303,2017,December,30,10,1,5,1,1,1,SC,BRA,Direct,TA/TO,0,0,0,B,E,1,Non Refund,2,Transient,64.62330448129978,0,1,Check-Out
City Hotel,0,36,2016,July,10,30,1,1,1,0,0,HB,GBR,Direct,TA/TO,0,0,1,D,E,0,No Deposit,0,Contract,117.16737948520478,0,1,Canceled
City Hotel,0,722,2016,September,22,4,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,99.23888081264997,0,2,Check-Out
City Hotel,0,355,2016,October,32,10,1,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,G,E,0,No Deposit,1,Transient,136.4241972288296,1,4,Canceled
Resort Hotel,0,376,2015,February,36,19,1,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,E,A,0,Non Refund,0,Transient-Party,55.52146286934048,0,0,Check-Out
Resort Hotel,0,347,2015,December,53,16,3,6,1,0,0,HB,PRT,Online TA,Corporate,0,0,0,A,A,0,No Deposit,3,Transient,111.38869928541466,0,3,Check-Out
City Hotel,1,497,2015,February,40,13,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,2,F,A,0,No Deposit,1,Transient,114.86005030640152,1,0,Canceled
City Hotel,0,17,2017,November,33,3,0,3,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,1,No Deposit,1,Transient,134.50873127963442,0,0,Check-Out
City Hotel,0,120,2015,November,39,27,0,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,A,0,No Deposit,0,Transient,169.3083185122619,0,0,Check-Out
City Hotel,1,119,2017,October,38,11,3,6,3,0,0,BB,PRT,Online TA,Direct,0,0,0,G,D,0,No Deposit,2,Transient,191.30949354039126,0,2,Check-Out
City Hotel,1,408,2016,December,7,17,0,3,3,0,1,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,1,Transient,87.72915303116721,0,0,Check-Out
Resort Hotel,0,702,2015,April,23,19,1,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,C,1,No Deposit,0,Transient,158.86392173863868,0,1,Check-Out
City Hotel,1,20,2015,March,42,28,0,4,2,0,0,HB,DEU,Corporate,TA/TO,0,0,1,E,E,0,No Deposit,2,Transient-Party,36.86054863483571,0,5,Check-Out
Resort Hotel,1,119,2015,April,9,17,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,A,2,No Deposit,1,Group,173.9836034872235,0,1,Check-Out
City Hotel,1,628,2015,January,29,26,4,2,1,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,F,2,No Deposit,2,Transient,52.13105025526193,0,2,Canceled
City Hotel,0,546,2017,October,2,8,1,4,2,0,0,BB,GBR,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,0,Transient,105.49379217169931,0,0,Check-Out
City Hotel,1,122,2016,December,11,16,2,3,1,0,0,BB,GBR,Online TA,Direct,0,0,0,A,G,1,No Deposit,1,Transient,68.0657858961761,0,0,Check-Out
City Hotel,0,80,2015,August,3,29,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,F,A,2,No Deposit,0,Transient,109.70894547280687,0,1,Check-Out
Resort Hotel,1,516,2017,March,16,13,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,3,Transient-Party,43.551140203609314,0,1,Canceled
City Hotel,0,659,2017,July,7,12,1,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,1,A,G,0,No Deposit,1,Transient,133.35867702427055,0,1,Check-Out
Resort Hotel,0,429,2017,February,38,21,0,3,4,0,0,BB,PRT,Groups,GDS,0,0,0,D,A,0,No Deposit,1,Transient,97.13333951583111,0,1,Check-Out
City Hotel,0,223,2017,January,10,16,1,2,2,0,0,BB,BRA,Online TA,Direct,0,0,0,A,D,0,Non Refund,0,Transient,46.809689986534956,0,4,Canceled
Resort Hotel,0,227,2016,October,42,9,2,3,1,0,1,BB,PRT,Offline TA/TO,Direct,0,0,1,E,D,0,No Deposit,1,Transient,68.68392375505164,0,2,Check-Out
City Hotel,1,215,2016,December,41,1,2,1,2,0,0,HB,PRT,Corporate,Direct,0,0,1,A,D,1,No Deposit,1,Transient,52.270788706093555,0,0,Canceled
City Hotel,0,577,2015,March,39,27,1,2,1,0,0,BB,GBR,Groups,TA/TO,0,1,0,F,A,0,No Deposit,1,Transient,60.12639430168763,0,3,Check-Out
City Hotel,0,91,2015,May,22,21,0,4,1,0,0,BB,Other,Direct,TA/TO,0,0,0,A,G,0,No Deposit,0,Transient-Party,133.57215160128158,0,0,Check-Out
City Hotel,0,160,2017,May,41,12,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,2,Transient-Party,57.361123833079844,0,0,Canceled
Resort Hotel,0,488,2016,June,1,16,0,2,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,K,0,No Deposit,0,Transient,42.10357703901235,0,0,Check-Out
Resort Hotel,0,227,2016,January,23,8,0,3,1,0,0,BB,PRT,Groups,Corporate,0,0,0,E,D,0,No Deposit,2,Contract,215.56644853819967,0,0,Check-Out
City Hotel,0,70,2016,June,25,4,0,4,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,0,Contract,89.9429758803576,0,0,Check-Out
City Hotel,1,608,2017,May,21,19,2,3,1,0,0,BB,PRT,Online TA,Direct,0,0,0,G,D,0,No Deposit,1,Transient-Party,154.14313728866193,0,0,Check-Out
Resort Hotel,0,540,2017,October,49,26,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,0,Transient,132.2330558993562,0,1,Check-Out
Resort Hotel,0,665,2016,May,15,6,0,3,2,0,0,BB,ESP,Online TA,Corporate,0,0,1,A,D,1,No Deposit,3,Transient,116.38730874806912,0,0,Canceled
City Hotel,1,519,2015,November,6,11,0,2,1,0,0,SC,GBR,Corporate,TA/TO,0,0,0,D,E,1,No Deposit,1,Transient,154.88288649464477,0,1,Check-Out
City Hotel,0,11,2016,April,24,7,3,4,2,0,0,BB,FRA,Direct,TA/TO,0,0,0,A,D,0,Non Refund,0,Transient,151.3915712331261,0,0,Check-Out
Resort Hotel,1,414,2016,April,9,18,1,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,2,B,F,1,Non Refund,2,Transient,70.67639041777602,0,0,Check-Out
City Hotel,0,420,2017,November,42,13,1,1,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,1,Transient,69.94912117757457,0,0,Check-Out
City Hotel,1,500,2017,November,42,21,0,1,1,0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,B,E,1,No Deposit,0,Transient-Party,174.71775127109214,0,0,Check-Out
City Hotel,0,584,2016,February,15,21,1,2,2,2,0,BB,PRT,Corporate,TA/TO,0,0,0,F,A,0,No Deposit,0,Transient,109.20996801660026,0,0,Check-Out
City Hotel,1,177,2016,July,49,2,4,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,1,Transient,80.03953722432666,0,0,Check-Out
Resort Hotel,1,201,2016,April,28,9,1,5,2,0,0,BB,Other,Direct,TA/TO,1,0,0,A,E,0,No Deposit,1,Transient,222.73486174747197,0,0,Check-Out
City Hotel,0,257,2016,May,46,11,5,2,1,0,0,BB,FRA,Direct,TA/TO,0,0,1,A,D,0,No Deposit,3,Transient,87.79693792723998,0,0,Canceled
City Hotel,0,481,2016,January,39,9,0,2,3,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,F,0,Non Refund,1,Transient-Party,100.56794659773716,0,0,Canceled
City Hotel,0,26,2016,May,49,27,1,4,2,0,0,BB,Other,Offline TA/TO,TA/TO,0,0,0,D,E,1,No Deposit,0,Transient,115.26543985310927,0,0,Check-Out
City Hotel,0,249,2017,January,13,13,1,2,2,0,0,BB,FRA,Online TA,Corporate,1,0,1,D,E,0,No Deposit,0,Group,122.1876626299003,0,3,Canceled
Resort Hotel,1,91,2016,November,9,16,0,4,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,E,0,Non Refund,0,Transient-Party,117.07656499980286,0,1,Check-Out
City Hotel,1,160,2017,June,39,6,1,5,1,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,F,D,1,No Deposit,0,Transient,155.8599693782282,0,0,Check-Out
Resort Hotel,0,629,2017,May,38,15,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,1,E,F,0,No Deposit,0,Transient-Party,21.14905107031926,0,1,Check-Out
City Hotel,0,596,2016,September,33,27,1,7,1,0,0,SC,FRA,Online TA,Corporate,0,0,0,E,F,1,No Deposit,1,Transient,79.56527734970378,0,0,Check-Out
Resort Hotel,1,376,2016,April,37,7,0,2,1,0,0,BB,ITA,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,78.95835371965234,0,1,Canceled
City Hotel,0,532,2016,January,3,13,0,4,1,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,146.6656666589007,0,0,Canceled
City Hotel,1,32,2015,November,49,28,2,2,2,2,0,BB,PRT,Corporate,TA/TO,0,1,0,D,F,0,No Deposit,0,Transient,218.32130604886595,0,0,Check-Out
City Hotel,0,551,2015,October,26,26,1,2,1,0,0,BB,BRA,Online TA,GDS,0,0,0,A,A,0,No Deposit,1,Transient,146.20496900218558,0,0,Check-Out
City Hotel,1,469,2017,March,42,24,1,6,1,0,0,BB,PRT,Corporate,TA/TO,0,0,1,F,D,0,No Deposit,1,Transient,121.34606409853703,0,0,Check-Out
City Hotel,1,269,2015,May,53,6,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,2,Transient-Party,76.06548135675278,0,0,Check-Out
City Hotel,1,366,2016,December,43,16,3,1,2,0,1,HB,PRT,Groups,TA/TO,0,0,1,A,B,0,No Deposit,1,Transient-Party,22.0284578874693,0,0,Canceled
City Hotel,0,430,2017,June,14,11,1,3,3,0,0,SC,PRT,Offline TA/TO,Corporate,0,0,0,F,A,0,No Deposit,0,Contract,151.1954748237951,0,1,Check-Out
City Hotel,0,414,2015,March,7,24,1,4,1,0,0,BB,PRT,Online TA,Direct,0,0,0,F,F,0,No Deposit,0,Transient,41.78588792538471,0,0,Check-Out
City Hotel,1,16,2017,August,20,27,0,9,2,0,0,BB,GBR,Offline TA/TO,GDS,0,0,0,A,K,0,No Deposit,2,Transient,178.28420288329932,0,0,Check-Out
City Hotel,0,576,2017,November,5,12,1,4,1,1,0,BB,ITA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,2,Transient-Party,55.85179021064039,0,2,Canceled
Resort Hotel,0,427,2016,December,40,6,0,2,3,0,0,BB,GBR,Online TA,Corporate,0,0,0,F,A,0,Non Refund,0,Transient,97.97932907500078,0,1,Check-Out
Resort Hotel,1,541,2016,January,50,25,0,2,2,0,0,BB,PRT,Online TA,TA/TO,1,0,0,E,A,0,No Deposit,0,Transient,123.28952177275985,0,0,Check-Out
Resort Hotel,0,553,2016,October,36,17,2,4,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,C,0,No Deposit,2,Group,146.35660400641777,0,2,Check-Out
City Hotel,0,642,2017,July,47,6,2,2,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,G,0,No Deposit,1,Transient,8.070483786022152,0,0,Check-Out
City Hotel,0,170,2015,January,37,8,0,4,2,2,0,HB,GBR,Offline TA/TO,Direct,0,0,0,B,A,0,No Deposit,1,Transient,15.563406680976968,0,0,Check-Out
City Hotel,0,98,2017,October,31,15,0,2,1,0,0,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,2,Transient,62.169360972917836,0,0,Check-Out
City Hotel,1,453,2015,September,34,22,2,2,1,1,0,SC,PRT,Groups,Direct,0,0,0,B,D,0,No Deposit,1,Transient-Party,41.47011178516912,0,1,Canceled
City Hotel,1,551,2016,October,53,7,1,5,1,0,0,BB,PRT,Corporate,TA/TO,0,0,1,D,A,1,No Deposit,0,Transient,69.79031499883337,0,1,Canceled
City Hotel,0,560,2017,October,6,15,0,5,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,E,D,0,No Deposit,0,Transient,111.66774590922947,0,0,Check-Out
City Hotel,0,607,2015,December,21,11,2,2,3,0,0,SC,GBR,Online TA,Direct,0,0,0,F,A,0,No Deposit,2,Transient,53.77322906297744,0,1,Canceled
Resort Hotel,0,550,2016,January,46,6,0,1,2,0,0,BB,PRT,Corporate,TA/TO,0,0,0,G,F,0,No Deposit,1,Transient,94.81168023092852,0,0,Check-Out
Resort Hotel,1,118,2015,June,38,31,0,1,2,0,0,BB,ITA,Offline TA/TO,TA/TO,1,0,0,B,E,1,No Deposit,1,Transient,177.17564970693542,0,0,Canceled
City Hotel,0,57,2015,March,41,12,2,3,1,0,0,BB,GBR,Direct,Direct,0,0,0,F,D,1,No Deposit,1,Transient-Party,77.98954962296307,0,0,Canceled
City Hotel,0,491,2016,January,45,9,0,5,2,1,0,BB,PRT,Corporate,TA/TO,0,0,0,D,C,0,No Deposit,1,Group,179.7935086126587,0,0,Canceled
City Hotel,0,110,2016,June,21,17,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,0,2,D,E,0,No Deposit,1,Transient,138.94288052373525,0,0,Check-Out
City Hotel,0,47,2017,January,27,3,3,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,1,A,A,0,No Deposit,0,Transient,49.603739592252055,0,1,Check-Out
City Hotel,0,542,2016,December,1,2,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,1,G,E,0,Non Refund,0,Transient,69.3480025656421,0,0,Check-Out
Resort Hotel,0,423,2015,August,33,18,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,62.24938020630071,0,2,Check-Out
City Hotel,0,692,2017,February,39,19,1,2,2,0,0,FB,PRT,Corporate,Direct,0,1,0,D,C,0,No Deposit,0,Transient,76.72109853276555,0,0,Check-Out
City Hotel,0,298,2016,December,20,31,1,0,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,C,E,0,No Deposit,1,Transient,77.29575936016218,0,0,Canceled
Resort Hotel,0,8,2015,October,22,5,0,3,2,0,0,BB,ESP,Corporate,TA/TO,0,1,1,D,F,0,Non Refund,0,Transient,83.9034853166466,1,0,Check-Out
City Hotel,1,283,2016,October,47,26,0,7,2,0,1,FB,GBR,Corporate,TA/TO,0,0,0,A,D,0,No Deposit,1,Transient,145.03887665392972,1,1,Canceled
Resort Hotel,0,85,2016,January,22,23,0,3,1,0,0,BB,PRT,Online TA,TA/TO,0,2,1,A,A,0,Non Refund,1,Transient,166.64647675949192,1,2,Check-Out
Resort Hotel,0,209,2017,January,50,25,2,2,1,1,0,BB,PRT,Groups,TA/TO,0,0,0,A,F,1,No Deposit,2,Transient,185.7166053707238,0,0,Check-Out
City Hotel,0,634,2016,June,50,3,1,1,1,0,0,BB,Other,Offline TA/TO,TA/TO,0,0,0,F,D,0,No Deposit,1,Contract,90.0923513984929,0,2,Check-Out
City Hotel,0,352,2015,September,26,14,3,2,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,98.69516789059661,0,0,Check-Out
City Hotel,1,44,2016,July,15,8,2,5,1,0,0,BB,PRT,Direct,TA/TO,0,0,1,A,G,0,No Deposit,0,Contract,102.35593117739063,0,1,Check-Out
City Hotel,0,451,2016,April,18,20,0,0,2,0,0,BB,ESP,Online TA,Direct,0,0,1,G,B,0,No Deposit,1,Transient,110.25619266183338,0,1,Check-Out
City Hotel,0,586,2017,June,44,25,0,1,1,0,0,HB,PRT,Direct,TA/TO,0,1,0,A,A,0,No Deposit,0,Transient,118.21210448790148,0,1,Check-Out
Resort Hotel,0,365,2016,September,50,21,1,5,3,0,0,HB,PRT,Corporate,Direct,0,0,1,E,A,0,No Deposit,1,Transient,92.80080548754985,1,0,Check-Out
City Hotel,0,273,2017,May,15,22,2,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,A,0,Non Refund,2,Transient-Party,98.45325465202268,0,2,Canceled
Resort Hotel,1,695,2016,December,52,8,0,4,2,0,1,SC,PRT,Direct,TA/TO,0,0,1,A,A,0,No Deposit,0,Transient,73.13893855609095,0,0,Canceled
City Hotel,0,294,2016,September,37,19,1,4,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,1,Group,141.5868268822569,0,1,Check-Out
Resort Hotel,1,27,2016,April,37,22,2,1,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,78.57930000953763,0,1,Check-Out
Resort Hotel,1,706,2016,September,22,9,2,1,1,0,0,BB,PRT,Corporate,TA/TO,0,0,1,D,A,0,Non Refund,1,Transient,143.86568723708362,0,0,Check-Out
Resort Hotel,0,406,2016,March,27,5,1,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,E,F,0,No Deposit,1,Transient,140.6339179780511,0,0,Check-Out
City Hotel,1,627,2017,February,4,1,0,3,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,F,B,0,No Deposit,0,Transient,75.54802127968219,1,2,Check-Out
City Hotel,0,577,2015,April,22,20,1,3,3,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,Group,76.46349977849839,0,0,Check-Out
City Hotel,0,25,2015,October,27,1,4,3,2,0,0,BB,FRA,Direct,TA/TO,0,0,0,A,A,0,No Deposit,1,Contract,116.53738955246132,0,2,Check-Out
Resort Hotel,1,521,2016,December,3,12,3,6,1,1,0,BB,Other,Online TA,TA/TO,0,0,0,A,E,0,Non Refund,1,Transient,17.12940805811371,0,1,Check-Out
Resort Hotel,0,708,2017,August,11,3,0,0,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,0,Transient,116.8234022571913,0,0,Check-Out
City Hotel,0,542,2016,January,12,15,0,3,1,0,0,BB,ESP,Online TA,TA/TO,0,1,2,A,F,0,No Deposit,0,Transient,107.36237984985003,0,1,Check-Out
City Hotel,0,7,2017,October,2,2,2,5,1,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,2,Transient,85.0944051132108,0,0,Check-Out
City Hotel,1,509,2016,February,1,1,2,2,2,0,1,BB,Other,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,75.39906658716963,2,0,Canceled
City Hotel,0,593,2015,February,26,10,3,1,2,1,0,HB,GBR,Corporate,TA/TO,0,0,0,D,A,0,Non Refund,0,Transient,6.334588372659724,0,1,Check-Out
City Hotel,1,539,2015,January,46,20,1,2,1,0,0,BB,GBR,Online TA,TA/TO,0,1,0,F,F,0,No Deposit,1,Transient-Party,59.435668852048885,0,0,Canceled
Resort Hotel,0,253,2016,November,7,19,2,3,2,0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,2,E,F,1,Non Refund,1,Transient,80.22878477508654,0,0,Canceled
City Hotel,0,38,2017,April,38,26,1,2,2,0,0,BB,PRT,Direct,TA/TO,0,0,0,D,A,1,No Deposit,2,Transient,42.57179832541263,0,0,Check-Out
City Hotel,1,659,2016,December,19,30,0,2,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,1,Non Refund,2,Transient-Party,183.29433026696205,0,0,Check-Out
City Hotel,0,625,2015,August,23,12,1,5,1,0,0,BB,GBR,Online TA,TA/TO,0,1,0,D,A,0,No Deposit,1,Transient,115.6118174895688,0,0,Check-Out
City Hotel,0,394,2016,May,26,8,2,6,1,0,0,HB,Other,Online TA,TA/TO,0,0,1,F,D,0,No Deposit,0,Transient,53.25608640648571,0,0,Check-Out
City Hotel,0,480,2016,December,7,27,0,2,1,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,G,0,No Deposit,1,Transient,140.02417983241264,0,0,Check-Out
Resort Hotel,0,730,2016,May,48,9,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,1,G,A,2,No Deposit,5,Transient,26.316090808841594,0,1,Check-Out
City Hotel,0,310,2017,June,44,21,0,3,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,108.19937907647322,0,0,Check-Out
City Hotel,0,215,2015,May,16,15,1,3,1,0,1,BB,PRT,Online TA,TA/TO,0,0,0,E,A,1,No Deposit,2,Transient,196.53448676889573,0,0,Check-Out
City Hotel,0,449,2015,December,51,31,2,5,1,1,0,BB,PRT,Offline TA/TO,Direct,0,0,0,G,A,0,No Deposit,0,Transient,96.09398542146677,0,0,Canceled
City Hotel,0,397,2017,November,36,30,0,3,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,K,0,No Deposit,1,Transient,163.0526749256482,0,1,Canceled
Resort Hotel,1,716,2015,February,4,13,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,A,0,No Deposit,2,Transient,182.83269801116032,0,0,Check-Out
Resort Hotel,1,84,2015,March,29,13,1,4,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,Non Refund,0,Transient-Party,34.447412168357985,0,0,Check-Out
Resort Hotel,0,721,2017,February,27,29,1,4,2,1,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,1,No Deposit,3,Transient,130.47681193237486,0,1,Canceled
Resort Hotel,0,336,2015,August,20,24,0,7,2,0,0,BB,GBR,Direct,TA/TO,0,0,1,D,A,0,No Deposit,0,Contract,108.23367283489549,0,0,Check-Out
City Hotel,1,76,2015,July,24,29,3,5,2,0,0,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,2,Transient-Party,94.57812859259512,0,1,Check-Out
Resort Hotel,1,510,2016,March,3,16,0,2,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,F,B,0,No Deposit,0,Transient,160.67822128067598,0,1,Check-Out
City Hotel,1,437,2017,November,46,7,0,4,1,0,0,BB,PRT,Online TA,TA/TO,1,0,0,E,F,0,Non Refund,2,Transient,106.66343552061764,0,1,Canceled
Resort Hotel,0,335,2016,August,36,13,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,F,A,0,No Deposit,0,Group,180.8274109703579,0,0,Check-Out
Resort Hotel,0,190,2015,March,5,25,1,6,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,F,0,No Deposit,0,Transient,163.21956081419913,0,0,Canceled
City Hotel,1,543,2015,October,5,19,1,1,2,0,0,BB,BRA,Corporate,Direct,0,1,0,A,A,1,Non Refund,0,Transient,190.29313463778928,0,0,Check-Out
Resort Hotel,1,447,2015,July,19,5,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,1,Transient,190.75178373213592,0,0,Check-Out
City Hotel,1,150,2017,November,43,7,0,1,4,0,0,BB,DEU,Online TA,TA/TO,0,0,0,B,D,0,No Deposit,1,Transient,53.75452689947254,0,0,Check-Out
Resort Hotel,1,451,2017,September,33,25,1,3,1,0,0,BB,PRT,Online TA,Direct,0,0,0,A,A,1,No Deposit,1,Transient,11.674833359950213,0,2,Canceled
City Hotel,0,52,2015,July,13,16,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,D,1,No Deposit,2,Transient,50.660724590974525,0,0,Check-Out
Resort Hotel,1,478,2016,November,10,16,1,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,E,0,Refundable,2,Transient,159.8587834994205,1,2,Canceled
City Hotel,0,485,2016,June,48,16,0,5,1,0,0,BB,DEU,Corporate,TA/TO,0,0,1,A,D,0,No Deposit,2,Transient,88.36027059557553,0,1,Check-Out
City Hotel,0,390,2016,August,22,31,1,6,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,154.68640913302616,0,0,Check-Out
Resort Hotel,0,593,2017,August,16,13,3,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,1,F,A,0,No Deposit,0,Transient,133.01167164778911,0,1,Canceled
Resort Hotel,1,717,2016,November,42,29,1,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,D,2,No Deposit,0,Transient,89.26586891318443,0,3,Check-Out
City Hotel,1,173,2015,May,48,27,0,3,2,0,0,SC,FRA,Offline TA/TO,TA/TO,0,0,0,F,E,1,No Deposit,0,Transient,58.60244604802591,0,3,Check-Out
City Hotel,0,183,2017,July,52,14,1,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,1,E,A,0,No Deposit,0,Transient,132.79025294680412,1,0,Canceled
Resort Hotel,0,56,2016,January,49,26,1,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,126.7507996733595,0,0,Check-Out
City Hotel,1,673,2016,December,6,18,0,3,2,0,0,BB,PRT,Offline TA/TO,Direct,0,0,0,A,E,1,No Deposit,1,Transient,24.341105298298743,0,0,Check-Out
City Hotel,1,108,2015,March,28,26,1,2,2,0,0,HB,PRT,Online TA,TA/TO,0,1,0,B,A,1,No Deposit,0,Transient,134.40749913907774,0,1,Canceled
City Hotel,1,128,2015,April,36,12,2,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,D,0,No Deposit,0,Transient-Party,198.09214070552082,0,0,Canceled
City Hotel,1,339,2016,January,17,8,2,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,D,0,No Deposit,1,Transient,158.26159584846786,0,1,Check-Out
City Hotel,1,521,2015,December,25,3,1,3,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,D,0,No Deposit,2,Transient,146.43680282100524,0,0,Check-Out
Resort Hotel,0,721,2017,January,21,5,0,4,2,0,0,BB,BRA,Groups,Direct,0,0,0,A,F,0,No Deposit,1,Contract,101.35024009001253,1,3,Check-Out
City Hotel,0,429,2015,June,45,10,1,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,1,Transient,59.7844001381438,0,0,Canceled
Resort Hotel,0,535,2016,June,26,11,1,2,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,A,0,No Deposit,0,Transient,73.73678048843223,0,2,Check-Out
City Hotel,0,439,2015,October,40,28,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,1,Group,94.5507790751565,2,0,Check-Out
City Hotel,1,56,2016,May,9,27,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,A,2,No Deposit,3,Transient,137.36532294435173,0,0,Canceled
City Hotel,1,171,2016,July,11,24,1,5,2,1,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,2,Group,15.975417575978796,0,0,Canceled
City Hotel,1,243,2016,July,29,30,1,4,2,0,0,BB,BRA,Online TA,TA/TO,0,2,1,A,A,0,No Deposit,2,Transient,130.85264577482056,0,0,Canceled
